Name,Year,Theme,Pieces,USD_MSRP,Current_Price
Trash Compactor Escape,2010,Toy Story,370.0,49.99,77.9523
Western Train Chase,2010,Toy Story,584.0,79.99,150.0
Pizza Planet Truck Rescue,2010,Toy Story,225.0,39.99,149.97
Garbage Truck Getaway,2010,Toy Story,402.0,49.99,149.99
Pig Farm & Tractor,2010,City,256.0,34.99,133.2782
Lotso's Dump Truck,2010,Toy Story,129.0,19.99,46.0203
Level Crossing,2010,City,142.0,19.99,111.1837
Train Station,2010,City,361.0,49.99,97.0
Cargo Train,2010,City,839.0,179.99,279.4013
King's Castle,2010,Castle,933.0,99.99,440.68
Prison Tower Rescue,2010,Castle,365.0,49.99,199.99
Prison Carriage Rescue,2010,Castle,50.0,9.99,55.0
Knight's Showdown,2010,Castle,61.0,6.99,40.0
Kingdoms Advent Calendar,2010,Castle,167.0,34.99,68.6833
Court Jester,2010,Castle,22.0,3.99,15.0
Wizard,2010,Castle,19.0,3.99,14.5777
Bad,2010,Racers,72.0,12.99,14.9312
Motorized Excavator,2010,Technic,1123.0,199.99,547.0327
Helicopter,2010,Technic,152.0,19.99,35.0
Motorbike,2010,Technic,467.0,39.99,110.0
Monster Crab Clash,2010,Atlantis,68.0,6.99,35.0
Wreck Raider,2010,Atlantis,64.0,9.99,13.0648
Guardian of the Deep,2010,Atlantis,144.0,14.99,45.0
Seabed Scavenger,2010,Atlantis,119.0,14.99,25.7116
Typhoon Turbo Sub,2010,Atlantis,197.0,24.99,35.991
Gateway of the Squid,2010,Atlantis,354.0,39.99,85.0
Sea Jet,2010,Atlantis,23.0,3.99,6.0
Manta Warrior,2010,Atlantis,13.0,3.99,5.0
Neptune Carrier,2010,Atlantis,476.0,59.99,120.0
Deep Sea Striker,2010,Atlantis,260.0,19.99,30.99
Atlantis Exploration HQ,2010,Atlantis,473.0,49.99,73.9092
Portal of Atlantis,2010,Atlantis,1007.0,99.99,146.9264
Shadow Snapper,2010,Atlantis,246.0,29.99,48.5263
Undersea Explorer,2010,Atlantis,364.0,39.99,71.25
Rebel Trooper Battle Pack,2010,Star Wars,79.0,11.99,28.0
Snowtrooper Battle Pack,2010,Star Wars,74.0,11.99,29.99
Freeco Speeder,2010,Star Wars,177.0,24.99,45.0
Droid Tri-Fighter,2010,Star Wars,268.0,24.99,80.0
TIE Defender,2010,Star Wars,304.0,49.99,195.0
ARC-170 Starfighter,2010,Star Wars,396.0,59.99,375.0
Hoth Wampa Cave,2010,Star Wars,297.0,39.99,165.0
Republic Swamp Speeder,2010,Star Wars,176.0,29.99,84.0
Luke's Landspeeder,2010,Star Wars,163.0,24.99,39.99
Plo Koon's Jedi Starfighter,2010,Star Wars,175.0,24.99,200.0
General Grievous' Starfighter,2010,Star Wars,454.0,49.99,112.0538
Emperor Palpatine's Shuttle,2010,Star Wars,592.0,59.99,118.5505
Slave I,2010,Star Wars,573.0,79.99,180.0
Clone Turbo Tank,2010,Star Wars,1141.0,119.99,449.99
Midi-scale Imperial Star Destroyer,2010,Star Wars,423.0,39.99,129.156
Cad Bane's Speeder,2010,Star Wars,318.0,49.99,188.88
AT-AT Walker,2010,Star Wars,815.0,109.99,223.9674
Magma Mech,2010,Power Miners,183.0,19.99,40.0
Claw Catcher,2010,Power Miners,259.0,34.99,86.4
Lime Racer,2010,Racers,44.0,5.99,7.3361
Blue Bullet,2010,Racers,50.0,5.99,7.3361
Nitro Muscle,2010,Racers,47.0,5.99,7.3361
Turbo Tow,2010,Racers,43.0,5.99,7.3361
Security Smash,2010,Racers,135.0,14.99,29.98
Lamborghini Polizia,2010,Racers,801.0,59.99,229.99
City House,2010,City,383.0,39.99,95.0
Public Transport Station,2010,City,864.0,99.99,159.0
Spidermonkey,2010,Ben 10: Alien Force,21.0,14.99,45.0
Cheerleader,2010,Collectable Minifigures,7.0,1.99,365.0
Spartan Warrior,2010,Collectable Minifigures,8.0,1.99,165.14
Blizzard's Peak,2010,World Racers,504.0,59.99,52.2591
Snake Canyon,2010,World Racers,57.0,9.99,25.9152
Wreckage Road,2010,World Racers,288.0,29.99,44.4261
Gator Swamp,2010,World Racers,354.0,39.99,32.5
NXT DC Rechargeable Battery,2010,Education,1.0,79.99,45.99
Imperial Flagship,2010,Advanced models,1664.0,179.99,1275.374
Grand Emporium,2010,Advanced models,2182.0,149.99,514.99
Imperial Shuttle,2010,Star Wars,2503.0,259.99,1050.0
Shuttle Adventure,2010,Advanced models,1204.0,99.99,389.99
Tower Bridge,2010,Advanced models,4287.0,239.99,255.0
Obi-Wan's Jedi Starfighter,2010,Star Wars,676.0,99.99,305.0699
Winter Village Bakery,2010,Advanced models,687.0,54.99,355.0
The White House,2010,Architecture,560.0,49.99,90.0
Heart,2010,Seasonal,26.0,4.99,24.99
Bunny,2010,Seasonal,81.0,9.99,8.99
Holiday Building Set,2010,Seasonal,85.0,4.99,8.65
Father Christmas with Sledge Building Set,2010,Seasonal,71.0,4.99,8.091
Halloween Ghost,2010,Seasonal,18.0,1.99,3.75
Vintage Minifigure Collection Vol. 5,2010,Miscellaneous,20.0,17.99,60.0
Starter Kit,2010,Serious Play,219.0,36.99,59.0
"Brick Separator, Orange",2011,Bricks and More,1.0,2.49,0.05
Chopov,2011,Ninjago,20.0,9.99,8.9587
Bonezai,2011,Ninjago,21.0,9.99,11.1984
Krazi,2011,Ninjago,22.0,9.99,10.0
Surge 2.0,2011,HERO Factory,30.0,7.99,29.99
Breez 2.0,2011,HERO Factory,29.0,7.99,30.0
Nex 3.0,2011,HERO Factory,29.0,7.99,29.98
Cole DX,2011,Ninjago,21.0,9.99,28.0
Zane DX,2011,Ninjago,22.0,9.99,26.0
Kruncha,2011,Ninjago,24.0,9.99,8.0
Wyplash,2011,Ninjago,23.0,9.99,10.332
Drilldozer,2011,HERO Factory,61.0,12.99,85.0
Waspix,2011,HERO Factory,48.0,12.99,30.0
Sensei Wu,2011,Ninjago,20.0,9.99,20.0
Lord Garmadon,2011,Ninjago,23.0,9.99,18.6639
Spinjitzu Starter Set,2011,Ninjago,57.0,19.99,38.144
Ninja Ambush,2011,Ninjago,71.0,6.99,29.25
Skull Motorbike,2011,Ninjago,157.0,14.99,30.892
Ice Dragon Attack,2011,Ninjago,158.0,19.99,150.0
Turbo Shredder,2011,Ninjago,298.0,29.99,125.0
Spinjitzu Dojo,2011,Ninjago,373.0,49.99,90.0
Garmadon's Dark Fortress,2011,Ninjago,518.0,69.99,340.0
Skull Truck,2011,Ninjago,515.0,59.99,200.0
Fire Temple,2011,Ninjago,1174.0,119.99,293.7744
Blacksmith Shop,2011,Ninjago,189.0,19.99,86.99
Earth Dragon Defense,2011,Ninjago,227.0,34.99,270.0
Nuckal's ATV,2011,Ninjago,174.0,24.99,65.0
Skeleton Bowling,2011,Ninjago,371.0,29.99,75.0
Ninjago Battle Arena,2011,Ninjago,463.0,49.99,98.98
Space Moon Buggy,2011,City,37.0,4.99,10.0
Satellite Launch Pad,2011,City,165.0,19.99,29.8623
Space Shuttle,2011,City,231.0,29.99,47.5393
Space Center,2011,City,494.0,69.99,100.0
Police Chase,2011,City,173.0,24.99,38.0
Police Helicopter,2011,City,237.0,34.99,45.0
Bank & Money Transfer,2011,City,405.0,49.99,89.99
Red Cargo Train,2011,City,831.0,159.99,324.99
Heroic Heroes of the Deep,2011,SpongeBob SquarePants,95.0,14.99,67.5
Glove World,2011,SpongeBob SquarePants,169.0,19.99,100.0
Sunblock,2011,Games,80.0,9.99,12.0
Frog Rush,2011,Games,107.0,14.99,20.0
Ramses Return,2011,Games,99.0,14.99,17.442
Ninjago: The Board Game,2011,Games,245.0,29.99,45.0
Draida Bay,2011,Games,101.0,14.99,29.0
Waldurk Forest,2011,Games,225.0,19.99,44.8558
Caverns of Nathuz,2011,Games,217.0,19.99,44.8558
Castle Fortaan,2011,Games,304.0,29.99,42.75
LEGO Champion,2011,Games,216.0,34.99,20.0
Isla De Muerta,2011,Pirates of the Caribbean,152.0,19.99,135.0
The Cannibal Escape,2011,Pirates of the Caribbean,279.0,29.99,90.0
The Mill,2011,Pirates of the Caribbean,365.0,39.99,145.0
The Black Pearl,2011,Pirates of the Caribbean,804.0,99.99,1000.0
Captain's Cabin,2011,Pirates of the Caribbean,95.0,11.99,45.0
Fountain of Youth,2011,Pirates of the Caribbean,128.0,19.99,124.99
Whitecap Bay,2011,Pirates of the Caribbean,745.0,79.99,186.9834
Queen Anne's Revenge,2011,Pirates of the Caribbean,1097.0,119.99,769.0
Speedboat,2011,City,34.0,4.99,7.4043
Fishing Boat,2011,City,64.0,19.99,55.0
Power Boat Transporter,2011,City,254.0,39.99,59.99
Harbor,2011,City,551.0,89.99,200.0
The Forbidden Forest,2011,Harry Potter,64.0,11.99,39.99
The Knight Bus,2011,Harry Potter,281.0,34.99,63.75
Hogwarts,2011,Harry Potter,466.0,49.99,99.99
Mini Plane,2011,Creator,52.0,5.99,4.99
Transport Truck,2011,Creator,276.0,19.99,38.4
Log Cabin,2011,Creator,355.0,29.99,59.98
Lighthouse Island,2011,Creator,518.0,39.99,75.0
Hillside House,2011,Creator,714.0,69.99,130.0
The Pit Stop,2011,Duplo,52.0,49.99,149.99
Knight and Castle Building Set,2011,Bricks and More,144.0,9.99,25.0369
My First Zoo,2011,Duplo,60.0,24.99,65.5992
Blacksmith Attack,2011,Castle,104.0,9.99,33.1864
Alien Striker,2011,Space,42.0,4.99,19.5
Alien Defender,2011,Space,105.0,9.99,21.0
Tripod Invader,2011,Space,166.0,19.99,80.0
UFO Abduction,2011,Space,211.0,29.99,109.99
Alien Mothership,2011,Space,416.0,59.99,115.0
Earth Defense HQ,2011,Space,879.0,89.99,190.0
Jet-Copter Encounter,2011,Space,375.0,39.99,58.99
Escape from the Dragon's Prison,2011,Castle,185.0,19.99,240.0
King's Carriage Ambush,2011,Castle,286.0,39.99,88.497
Mill Village Raid,2011,Castle,663.0,69.99,549.99
Police Minifigure Collection,2011,City,57.0,9.99,12.0
Police Dog Unit,2011,City,96.0,12.99,25.0
Police Boat,2011,City,172.0,39.99,105.0
Mobile Police Unit,2011,City,408.0,44.99,65.0
Scarab Attack,2011,Pharaoh's Quest,44.0,4.99,29.99
Golden Staff Guardians,2011,Pharaoh's Quest,70.0,9.99,32.9232
Flying Mummy Attack,2011,Pharaoh's Quest,125.0,19.99,62.9369
Cursed Cobra Statue,2011,Pharaoh's Quest,213.0,29.99,80.0
Rise of the Sphinx,2011,Pharaoh's Quest,527.0,49.99,105.0
Scorpion Pyramid,2011,Pharaoh's Quest,792.0,99.99,444.0
Police Station,2011,City,783.0,99.99,224.1075
Flexible and Straight Tracks,2011,City,24.0,19.99,30.0
City Advent Calendar,2011,City,232.0,34.99,34.99
Mace Windu's Jedi Starfighter,2011,Star Wars,309.0,39.99,298.6232
Battle for Geonosis,2011,Star Wars,331.0,39.99,275.0
Naboo Starfighter,2011,Star Wars,318.0,49.99,150.0
Hoth Echo Base,2011,Star Wars,773.0,89.99,185.0
Clone Trooper Battle Pack,2011,Star Wars,85.0,12.99,75.0
Mandalorian Battle Pack,2011,Star Wars,68.0,12.99,62.0
Imperial V-wing Starfighter,2011,Star Wars,139.0,19.99,75.0
The Battle of Naboo,2011,Star Wars,241.0,24.99,75.0
Bounty Hunter Assault Gunship,2011,Star Wars,389.0,49.99,180.0
T-6 Jedi Shuttle,2011,Star Wars,389.0,59.99,225.0
Ewok Attack,2011,Star Wars,166.0,24.99,50.0
Sith Nightspeeder,2011,Star Wars,214.0,24.99,98.0
Star Wars Advent Calendar,2011,Star Wars,266.0,39.99,45.0
Geonosian Starfighter,2011,Star Wars,155.0,29.99,150.0
Darth Maul's Sith Infiltrator,2011,Star Wars,479.0,69.99,150.0
Anakin Skywalker and Sebulba's Podracers,2011,Star Wars,810.0,89.99,229.0
Republic Frigate,2011,Star Wars,1015.0,119.99,525.0
Millennium Falcon,2011,Star Wars,1254.0,139.99,269.99
Seabed Strider,2011,Atlantis,105.0,9.99,20.0
Deep Sea Raider,2011,Atlantis,265.0,29.99,49.0
City of Atlantis,2011,Atlantis,686.0,69.99,174.99
Super Car,2011,Technic,1281.0,119.99,219.0
Bucket Truck,2011,Technic,593.0,49.99,72.0
Flatbed Truck,2011,Technic,1115.0,99.99,250.0
Mercedes-Benz Unimog U 400,2011,Technic,2048.0,199.99,259.95
Radiator Springs Lightning McQueen,2011,Cars,35.0,6.99,35.0
Radiator Springs Classic Mater,2011,Cars,52.0,6.99,35.0
Urban Enforcer,2011,Racers,45.0,5.99,9.99
Rod Rider,2011,Racers,48.0,5.99,9.99
Smokin' Slickster,2011,Racers,44.0,5.99,8.0
Mater's Spy Zone,2011,Cars,114.0,14.99,30.0
Escape at Sea,2011,Cars,159.0,19.99,45.99
Ultimate Build Lightning McQueen,2011,Cars,242.0,29.99,150.0
Mack's Team Truck,2011,Cars,374.0,39.99,118.75
Flo's V8 Cafe,2011,Cars,517.0,59.99,199.99
Spy Jet Escape,2011,Cars,339.0,49.99,60.0
Big Bentley Bust Out,2011,Cars,743.0,69.99,83.7
Ultimate Build Mater,2011,Cars,288.0,29.99,60.97
Ultimate Build Francesco,2011,Cars,196.0,29.99,45.5
Fisherman,2011,Collectable Minifigures,9.0,2.99,12.0
Pilot,2011,Collectable Minifigures,7.0,2.99,153.45
Kimono Girl,2011,Collectable Minifigures,6.0,2.99,138.6
Graduate,2011,Collectable Minifigures,7.0,2.99,7.6415
Gladiator,2011,Collectable Minifigures,7.0,2.99,125.0
Community Minifigure Set,2011,Education,256.0,49.99,40.0
Fairytale and Historic Minifigure Set,2011,Education,227.0,49.99,71.537
Diagon Alley,2011,Harry Potter,2025.0,149.99,377.8796
Pet Shop,2011,Advanced models,2032.0,149.99,325.0
Maersk Train,2011,Advanced models,1234.0,119.99,420.0
Volkswagen T1 Camper Van,2011,Advanced models,1334.0,119.99,135.0
Super Star Destroyer ,2011,Star Wars,3152.0,399.99,1499.99
Winter Village Post Office,2011,Advanced models,822.0,69.99,499.0
Shuttle Expedition,2011,Advanced models,1230.0,99.99,449.95
Space Designer,2011,Master Builder Academy,178.0,29.99,27.98
Willis Tower,2011,Architecture,69.0,19.99,127.3902
Rockefeller Center,2011,Architecture,240.0,39.99,150.0
Burj Khalifa,2011,Architecture,208.0,24.99,78.99
Farnsworth House,2011,Architecture,546.0,59.99,275.0
Robie House,2011,Architecture,2276.0,199.99,593.01
Brandenburg Gate,2011,Architecture,363.0,34.99,93.0
Heart Book,2011,Seasonal,51.0,4.99,25.0
Easter Basket,2011,Seasonal,86.0,4.99,21.345
Halloween Set,2011,Seasonal,71.0,4.99,12.98
Spiders Set,2011,Seasonal,54.0,4.99,5.89
Mini Santa Set,2011,Seasonal,72.0,4.99,10.0
Christmas Tree,2011,Seasonal,77.0,4.99,9.99
Mini Hogwarts Express,2011,Harry Potter,64.0,4.99,20.0
AAA Battery Box,2011,Power Functions,1.0,12.99,26.99
Train Motor,2011,Power Functions,7.0,13.99,20.0
Ninjago Battle Arena,2011,Ninjago,8.0,19.99,17.9174
Skeleton Mummy Battle Pack,2011,Pharaoh's Quest,29.0,14.99,26.6556
Pirates of the Caribbean Battle Pack,2011,Pirates of the Caribbean,30.0,14.99,49.99
Alien Conquest Battle Pack,2011,Space,31.0,14.99,18.3402
Minifigure Wedding Favour Set,2011,Miscellaneous,24.0,7.99,18.116
Creationary Booster Pack,2011,Games,10.0,3.99,21.25
Ninjago Card Shrine,2011,Ninjago,98.0,6.99,10.0
City Park Cafe,2012,Friends,222.0,34.99,44.7
Adventure Camper,2012,Friends,309.0,34.99,60.0
Summer Riding Camp,2012,Friends,1112.0,99.99,219.99
Heartlake Vet,2012,Friends,343.0,44.99,70.0
Heartlake Stables,2012,Friends,401.0,49.99,125.0
Olivia's House,2012,Friends,695.0,74.99,125.0
The Flying Dutchman,2012,SpongeBob SquarePants,241.0,24.99,118.4695
Bikini Bottom Undersea Party,2012,SpongeBob SquarePants,471.0,49.99,265.9936
City Alarm,2012,Games,247.0,19.99,50.0
Ilrion,2012,Games,240.0,19.99,30.0
The Hobbit: An Unexpected Journey,2012,Games,394.0,34.99,33.2648
Andrea's Stage,2012,Friends,87.0,9.99,20.0
Olivia's Invention Workshop,2012,Friends,81.0,9.99,19.99
Emma's Fashion Design Studio,2012,Friends,79.0,9.99,17.99
Mia's Bedroom,2012,Friends,85.0,9.99,25.0
Mining 4x4,2012,City,102.0,11.99,8.0
Loader and Tipper,2012,City,139.0,17.99,30.0
Mining Truck,2012,City,269.0,34.99,63.0
Excavator Transporter,2012,City,305.0,39.99,73.1527
The Mine,2012,City,748.0,99.99,168.0806
Off-road Command Center,2012,City,403.0,39.99,59.99
Recycling Truck,2012,City,297.0,29.99,65.0
City Garage,2012,City,933.0,119.99,155.0
Fire Plane,2012,City,522.0,59.99,78.2
Fire Transporter,2012,City,522.0,49.99,129.99
Ambulance,2012,City,199.0,19.99,70.0
Garbage Truck,2012,City,208.0,19.99,93.0029
Dirt Bike Transporter,2012,City,201.0,19.99,55.5326
Dump Truck,2012,City,222.0,19.99,52.5
Car and Caravan,2012,City,218.0,19.99,41.0
Patrol Car,2012,City,97.0,11.99,23.0
Police Pursuit,2012,City,129.0,17.99,18.6949
Heavy-Lift Helicopter,2012,City,393.0,49.99,124.0
Forest Police Station,2012,City,633.0,79.99,130.131
Batman,2012,DC Comics Super Heroes,40.0,14.99,28.4901
Green Lantern,2012,DC Comics Super Heroes,38.0,14.99,16.0
Captain America,2012,Marvel Super Heroes,44.0,14.99,42.0
Tower Takedown,2012,Dino,136.0,19.99,49.99
Raptor Chase,2012,Dino,259.0,29.99,76.491
Triceratops Trapper,2012,Dino,271.0,49.99,125.0
T-Rex Hunter,2012,Dino,480.0,69.99,109.99
CORE HUNTER,2012,HERO Factory,51.0,12.99,55.55
BREEZ,2012,HERO Factory,55.0,12.99,39.9
STORMER XL,2012,HERO Factory,89.0,34.99,59.95
The Dynamic Duo Funhouse Escape,2012,DC Comics Super Heroes,380.0,39.99,79.99
Catwoman Catcycle City Chase,2012,DC Comics Super Heroes,89.0,12.99,18.354
The Batcave,2012,DC Comics Super Heroes,690.0,69.99,109.0
Superman vs. Power Armor Lex,2012,DC Comics Super Heroes,207.0,19.99,27.99
Batwing Battle Over Gotham City,2012,DC Comics Super Heroes,278.0,34.99,52.99
Batmobile and the Two-Face Chase,2012,DC Comics Super Heroes,531.0,49.99,88.099
Captain America's Avenging Cycle,2012,Marvel Super Heroes,72.0,12.99,27.0665
Wolverine's Chopper Showdown,2012,Marvel Super Heroes,199.0,19.99,200.0
Loki's Cosmic Cube Escape,2012,Marvel Super Heroes,181.0,19.99,50.0
Hulk's Helicarrier Breakout,2012,Marvel Super Heroes,389.0,49.99,74.6558
Quinjet Aerial Battle,2012,Marvel Super Heroes,735.0,69.99,129.0
Spider-Man's Doc Ock Ambush,2012,Marvel Super Heroes,295.0,29.99,52.2591
Mini Sports Car,2012,Creator,70.0,5.99,5.0
Prehistoric Hunters,2012,Creator,191.0,17.99,27.99
Propeller Adventures,2012,Creator,241.0,19.99,30.0
Seaside House,2012,Creator,415.0,49.99,67.273
Highway Pickup,2012,Creator,805.0,79.99,84.99
Bone Cruncher,2012,Racers,87.0,9.99,10.8
Star Striker,2012,Racers,88.0,9.99,14.88
Mini Tow Truck,2012,Technic,136.0,11.99,19.99
Tractor,2012,Technic,353.0,39.99,58.7824
Pick-Up Tow Truck,2012,Technic,954.0,69.99,110.0
Helicopter,2012,Technic,1056.0,119.99,195.95
Logging Truck,2012,Technic,1308.0,139.99,238.0
4x4 Crawler,2012,Technic,1327.0,199.99,200.0
Jay's Storm Fighter,2012,Ninjago,243.0,24.99,50.0
Cole's Tread Assault,2012,Ninjago,286.0,39.99,150.0
Destiny's Bounty,2012,Ninjago,680.0,79.99,175.0
Samurai Mech,2012,Ninjago,452.0,39.99,106.25
Ultra Sonic Raider,2012,Ninjago,622.0,79.99,209.99
Fangpyre Mech,2012,Ninjago,255.0,24.99,60.0
Spinner Battle Arena,2012,Ninjago,418.0,39.99,95.9395
Fangpyre Wrecking Ball,2012,Ninjago,415.0,49.99,181.1694
The Swamp Creature,2012,Monster Fighters,70.0,6.99,24.5
The Mummy,2012,Monster Fighters,90.0,11.99,37.99
The Werewolf,2012,Monster Fighters,243.0,19.99,55.0
The Vampyre Hearse,2012,Monster Fighters,314.0,34.99,79.99
The Zombies,2012,Monster Fighters,447.0,39.99,270.0
The Crazy Scientist & His Monster,2012,Monster Fighters,430.0,49.99,81.5034
The Ghost Train,2012,Monster Fighters,741.0,79.99,170.0
Vampyre Castle,2012,Monster Fighters,949.0,99.99,275.0
Gandalf Arrives,2012,The Lord of the Rings,83.0,12.99,90.0
Shelob Attacks,2012,The Lord of the Rings,227.0,19.99,95.0
Uruk-Hai Army,2012,The Lord of the Rings,257.0,29.99,185.0
Attack On Weathertop,2012,The Lord of the Rings,430.0,59.99,222.0
The Mines of Moria,2012,The Lord of the Rings,776.0,79.99,379.95
The Battle of Helm's Deep,2012,The Lord of the Rings,1368.0,129.99,437.3296
The Orc Forge,2012,The Lord of the Rings,363.0,39.99,170.3084
Francesco Bernoulli,2012,Cars,49.0,6.99,50.0
Ivan Mater,2012,Cars,52.0,6.99,37.3279
Jeff Gorvette,2012,Cars,54.0,6.99,11.0137
Agent Mater's Escape,2012,Cars,144.0,14.99,26.1295
Red's Water Rescue,2012,Cars,199.0,19.99,47.726
Ultimate Race Set,2012,Cars,280.0,29.99,93.3197
Oil Rig Escape,2012,Cars,422.0,49.99,82.1214
Elite Clone Trooper & Commando Droid Battle Pack,2012,Star Wars,98.0,12.99,92.5629
Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,Star Wars,77.0,12.99,38.0
Droid Escape,2012,Star Wars,137.0,19.99,36.99
Geonosian Cannon,2012,Star Wars,132.0,19.99,70.0
TIE Fighter,2012,Star Wars,413.0,54.99,88.0
X-wing Starfighter,2012,Star Wars,560.0,59.99,33.657
Anakin's Jedi Interceptor,2012,Star Wars,300.0,39.99,148.68
Gold Leader's Y-wing Starfighter,2012,Star Wars,458.0,49.99,100.0
Desert Skiff,2012,Star Wars,213.0,24.99,73.9543
Republic Striker-class Starfighter,2012,Star Wars,376.0,44.99,169.0
Saesee Tiin's Jedi Starfighter,2012,Star Wars,244.0,29.99,140.0
Gungan Sub,2012,Star Wars,465.0,69.99,349.99
Sith Fury-class Interceptor,2012,Star Wars,748.0,89.99,290.0
Star Wars Advent Calendar,2012,Star Wars,234.0,49.99,51.4908
Malevolence,2012,Star Wars,1101.0,119.99,450.0
Jabba's Palace,2012,Star Wars,717.0,119.99,349.99
Pre Vizsla's Mandalorian Fighter,2012,Star Wars,403.0,49.99,350.0
Palpatine's Arrest,2012,Star Wars,645.0,89.99,550.0
Lloyd Garmadon,2012,Ninjago,26.0,4.99,17.99
Jay ZX,2012,Ninjago,28.0,4.99,16.95
Mezmo,2012,Ninjago,32.0,4.99,49.99
Bytar,2012,Ninjago,25.0,4.99,9.99
Lizaru,2012,Ninjago,25.0,4.99,21.99
Lasha,2012,Ninjago,21.0,9.99,24.95
Snappa,2012,Ninjago,20.0,9.99,20.8774
Samurai X,2012,Ninjago,23.0,9.99,17.43
Spitta,2012,Ninjago,20.0,9.99,11.1984
NRG Cole,2012,Ninjago,20.0,9.99,40.0
Lloyd ZX,2012,Ninjago,23.0,9.99,70.0
NRG Zane,2012,Ninjago,23.0,9.99,52.0
Weapon Pack,2012,Ninjago,73.0,19.99,42.0
Naboo Starfighter & Naboo,2012,Star Wars,56.0,9.99,14.95
Sebulba's Podracer & Tatooine,2012,Star Wars,80.0,9.99,20.0
TIE Interceptor & Death Star,2012,Star Wars,65.0,9.99,30.0
X-wing Starfighter & Yavin 4,2012,Star Wars,77.0,9.99,20.0
Twin-Pod Cloud Car & Bespin,2012,Star Wars,78.0,9.99,7.4166
AT-ST & Endor,2012,Star Wars,65.0,9.99,22.1463
Kingdoms Joust,2012,Castle,1575.0,119.99,310.6422
Town Hall,2012,Advanced models,2766.0,199.99,1196.1534
R2-D2,2012,Star Wars,2127.0,179.99,230.0
Sopwith Camel,2012,Advanced models,883.0,99.99,180.0
B-wing Starfighter,2012,Star Wars,1487.0,199.99,550.0
Haunted House,2012,Monster Fighters,2064.0,179.99,495.0
Winter Village Cottage,2012,Advanced models,1490.0,99.99,330.0
Mini Modulars,2012,Promotional,1356.0,79.99,238.22
Sydney Opera House,2012,Architecture,270.0,39.99,149.3116
Big Ben,2012,Architecture,346.0,29.99,84.99
Sungnyemun,2012,Architecture,325.0,34.99,336.3076
Minecraft Micro World: The Forest,2012,Ideas,480.0,34.99,52.0
Valentine's Day Box,2012,Seasonal,51.0,4.99,22.98
Duck with Ducklings,2012,Seasonal,51.0,4.99,14.85
Bunny and Chick,2012,Seasonal,52.0,4.99,9.0
Witch,2012,Seasonal,71.0,4.99,5.99
Turkey,2012,Seasonal,52.0,4.99,8.99
Christmas Train,2012,Seasonal,82.0,4.99,8.53
Rocking Horse,2012,Seasonal,49.0,4.99,4.491
Riddles for the Ring,2012,The Hobbit,105.0,9.99,50.0
Escape from Mirkwood Spiders,2012,The Hobbit,298.0,29.99,75.0
Attack of the Wargs,2012,The Hobbit,400.0,49.99,113.4
An Unexpected Gathering,2012,The Hobbit,652.0,69.99,259.68
Barrel Escape,2012,The Hobbit,334.0,39.99,142.5
The Goblin King Battle,2012,The Hobbit,841.0,99.99,194.99
Desk Business Card Holder,2012,Miscellaneous,150.0,14.99,59.0863
Ninjago Character Card Shrine,2012,Ninjago,88.0,14.99,24.99
Minifigure Accessory Pack,2012,Collectable Minifigures,63.0,14.99,39.98
Rock Band Minifigure Accessory Set,2012,Collectable Minifigures,62.0,14.99,41.99
Halloween Accessory Set,2012,Collectable Minifigures,58.0,14.99,24.97
Palace Cinema,2013,Creator Expert,2196.0,149.99,449.99
Horizon Express,2013,Creator Expert,1351.0,129.99,313.5544
Sydney Opera House,2013,Creator Expert,2989.0,319.99,374.99
Winter Village Market,2013,Creator Expert,1261.0,99.99,209.68
Ewok Village,2013,Star Wars,1990.0,249.99,550.0
Tower of Orthanc,2013,The Lord of the Rings,2359.0,199.99,799.0
Red Five X-wing Starfighter,2013,Star Wars,1559.0,199.99,300.0
Train Accessory Set,2013,Duplo,24.0,19.99,40.0884
Jake's Treasure Hunt,2013,Duplo,22.0,14.99,53.6025
Never Land Hideout,2013,Duplo,37.0,24.99,39.5676
